id,Author,Pub_Year,pubmedid,EpiCurve,TDComment,AHComment,Trans1,Trans1_O,Trans2,Trans2_O,Trans3,Trans3_O,Risk1,Risk2,RiskAll,Cases1,Cases2,CasesAll,Rate1,Rate2,RateAll,Hospitalizations,Deaths,Vehicle_1,Veh1,Veh1_D_1,Veh2,Veh2_D_1,Veh3,Veh3_D_1,PCRSect,OBYear,Hemisphere,season,MeanI1,MedianI1,Range_S_I1,Range_L_I1,MeanD1,MedianD1,Range_S_D1,Range_L_D1,MeanA1,MedianA1,Range_Y_A1,Range_O_A1,Action1,Action2_1,Secondary,MeanI2,MedianI2,Range_S_I2,Range_L_I2,MeanD2,MedianD2,Range_S_D2,Range_L_D2,Mea 2,Media 2,Range_Y_A2,Range_O_A2,Comments_1,Path1,Path2_1,Country,Category,State,Setting_1,StartMonth,EndMonth,GGA,CA,SA,new_GGA,new_CA,new_SA,SA_resolved_from,GGB,CB,SB,new_GGB,new_CB,new_SB,SB_resolved_from,GGC,CC,SC,new_ggc,new_cc,new_sc,SC_resolved_from,GGD,CD,SD,new_ggd,new_cd,new_sd,SD_resolved_from,StrainOther,strainother_rc,gge,ce,se,SE_resolved_from,ggf,cf,sf,ggg,cg,sg,ggh,ch,sh,ggi,ci,si,ggj,cj,sj,Country2,Veh1_D_2,Veh2_D_2,Veh3_D_2,Action2_2,Comments_2,Path2_2,Setting_2,category1,strainothergg2c4,gg2c4,Vomit,IncInd,SymInd,PooledLat,PooledSym,PooledAge,IndividualLatent,IndividualSymptomatic
807,Widdowson,2004,15195240,N,,,Foodborne,0,Person to Person,0,  (not applicable),0,2925,,2925,369,,369,12.61538462,,12.61538462,0,0,0,Unspecified,0,No,0,No,0,Both,2002,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 5 in ship E,Unspecified,0,Other,Leisure,0,cruise ship,10,0,2,8,0,0,0,0,,2,4,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caribbean,0,0,0,0,0,0,Cruise ship,Leisure,0,Yes,0,0,0,0,0,0,,
808,Widdowson,2004,15195240,N,,,Waterborne,0,  (not applicable),0,  (not applicable),0,112,,112,11,,11,9.821428571,,9.821428571,0,0,0,Unspecified,0,No,0,No,0,Both,2002,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 6 in ship A,Unspecified,0,Other,Leisure,0,cruise ship,10,0,1,3,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caribbean,0,0,0,0,0,0,Cruise ship,Leisure,0,,0,0,0,0,0,0,,
809,Widdowson,2004,15195240,N,,,Person to Person,0,Foodborne,0,Environmental,0,7454,,7454,704,,704,9.444593507,,9.444593507,0,0,0,Unspecified,0,No,0,No,0,Both,2002,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Yes,Ships were removed from service for 1 week of extensive cleaning,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 7 on ship F in Table 2,Unspecified,0,Other,Leisure,0,cruise ship,10,0,2,4,Farmington Hills,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pacific/Caribbean,0,0,0,Ship was removed from service,0,0,Cruish ship,Leisure,0,Yes,0,0,0,0,0,0,,
810,Widdowson,2004,15195240,N,,,Foodborne,0,Person to Person,0,Environmental,0,6761,,6761,651,,651,9.628753143,,9.628753143,0,0,0,Unspecified,0,No,0,No,0,Both,2002,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Yes,1 week of cleaning ship,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 8 on ship G in Table 2; ill person on this ship initiated outbreak in nursing home; same ship as from record 254 outbreak,Unspecified,0,Other,Leisure,0,cruise ship,11,0,2,4,Farmington Hills,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caribbean,0,0,0,Ship removed from service,0,0,Cruish ship,Leisure,0,Yes,0,0,0,0,0,0,,
811,Widdowson,2004,15195240,N,,,Person to Person,0,Environmental,0,  (not applicable),0,10276,,10276,131,,131,1.274815103,,1.274815103,0,0,0,Unspecified,0,No,0,No,0,Both,2002,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 9 on ship G in Table 1; same ship as from record 253 outbreak and outbreak ensued even after 1 week of cleaning ship,Unspecified,0,Other,Leisure,0,cruise ship,11,0,2,4,Farmington Hills,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caribbean,0,0,0,0,0,0,Cruise ship,Leisure,0,Yes,0,0,0,0,0,0,,
818,Widdowson,2004,15195240,N,,,Person to Person,0,  (not applicable),0,  (not applicable),0,171,,171,22,,22,13,,13,0,0,0,Unspecified,0,No,0,No,0,Both,2002,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 4 in Table 3,Unspecified,0,USA,Daycare,AK,0,10,0,2,4,Farmington Hills,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,School/Daycare,0,Yes,0,0,0,0,0,0,,
819,Widdowson,2004,15195240,N,,,Foodborne,0,  (not applicable),0,  (not applicable),0,170,,170,85,,85,50,,50,0,0,0,Unspecified,0,No,0,No,0,Both,2002,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 5 in Table 3,Unspecified,0,USA,Leisure,GA,wedding,10,0,2,4,Farmington Hills,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wedding,Leisure,0,Yes,0,0,0,0,0,0,,
820,Widdowson,2004,15195240,N,,,Foodborne,0,  (not applicable),0,  (not applicable),0,300,,300,50,,50,17,,17,0,0,0,Unspecified,0,No,0,No,0,Both,2002,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 6 in Table 3,Unspecified,0,USA,Foodservice,UT,restaurant,11,0,2,4,Farmington Hills,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant,Foodservice,0,Yes,0,0,0,0,0,0,,
821,Widdowson,2004,15195240,N,,,Waterborne,0,  (not applicable),0,  (not applicable),0,10000,,10000,7150,,7150,72,,72,0,0,0,Unspecified,0,No,0,No,0,Both,2002,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 7 in Table 3,Unspecified,0,USA,Other,AK,community,11,0,2,4,Farmington Hills,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community,Other,0,Yes,0,0,0,0,0,0,,
822,Widdowson,2004,15195240,N,,,Person to Person,0,  (not applicable),0,  (not applicable),0,673,,673,126,,126,19,,19,0,0,0,Unspecified,0,No,0,No,0,Both,2002,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 8 in Table 3,Unspecified,0,USA,Nursing Home,PA,0,11,0,2,4,Farmington Hills,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hospital/Nursi,0,Yes,0,0,0,0,0,0,,
827,Wu,2006,16463123,N,,,Unknown,0,  (not applicable),0,  (not applicable),0,108,,108,37,,37,34.25925926,,34.25925926,0,0,0,Unknown,0,No,0,No,0,Capsid,2004,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak A in Table 1,Yes,"rotavirus, adenovirus, astrovirus",Other,Nursing Home,0,mental nursing center,11,12,2,4,Taipei-1A,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taiwan,0,0,0,0,0,"Astrovirus, Rotavirus, Adenovirus",Mental nursing center,Hospital/Nursi,0,Yes,1,0,0,0,0,0,,
839,Yamagami,2007,17515654,N,,,Person to Person,0,Environmental,0,  (not applicable),0,355,,355,108,,108,30.42253521,,30.42253521,0,0,0,Yes,"man who was a cleaner, defecated in building A, and used same mop to clean another building",No,0,No,0,Capsid,2006,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Yes,"cleaned w/hypochlorous acid solution & hand washing, stopped food service and instructed staff on prevention",No,0,0,0,0,0,0,0,0,0,0,0,0,"outbreak occurred in 3 separate institutions & began when a cleaner who had worked in building B defecated on the floor of building A, cleaned it up w/a mop & continued to use the mop to clean other surfaces; spread to C from visiting member of B",No,0,Japan,Other Medical Setting,0,"special nursing home for the aged, facility for handicapped, vocatio l aid institute for the handicapped",9,9,2,4,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cleaning with bleach, handwashing, ceased meal service",0,0,Nursing home and handicap facility,Hospital/Nursi,0,Yes,1,0,0,0,0,0,,
840,Yee,2007,17366445,Y,,,Person to Person,0,Environmental,0,  (not applicable),0,6985,,6985,1173,,1173,17,,17,0,0,0,Unspecified,0,Yes,Contami ted Surfaces,No,0,Capsid,2005,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Yes,"additio l portable bathrooms, education on hygiene, newsletters, alcohol-based hand sanitizers, increase access to soap & water, rehydration area, isolation room",No,0,0,0,0,0,0,0,0,0,0,0,0,large outbreak that occurred after Hurricane Katri  when ppl affected were placed in a megashelter in Houston; cases were desig ted by if they had GE & had entered clinics; detected mostly sequivants of GI.17 w/slight nucleotide differences,No,0,USA,Other,TX,Reliant Park Complex megashelter,9,9,2,17,0,0,0,0,,2,2,0,0,0,0,,2,6,0,0,0,0,,0,0,0,0,0,0,,there were also GI and GII uncharacterized strains,there were also GI and GII uncharacterized strains,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"installation of additio l portable bathrooms throughout the facility; education of evacuees on proper hand-washing techniques via flyers, banners, newsletters, and public announcements; and distribution of alcohol-based hand sanitzers",0,0,Shelter,Other,0,,1,0,0,0,0,0,,
843,Zomer,2009,19765351,Y,,,Foodborne,0,  (not applicable),0,  (not applicable),0,1744,,1744,413,,413,24,,24,0,0,Tomato,Yes,tomatoes from salad bar,Yes,hamburgers,No,0,Capsid,2007,Northern,Fall,0,0,0,0,21,0,2,120, ,36,22,65,Yes,ill food handler went home after vomiting,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak took place at Swedish manufacturing company canteen where food handler sick with gastroenteritis vomited and contami ted tomatoes and hamburger buns,No,0,Other,Foodservice,0,canteen at manufacturing company,11,11,1,3,Desert Shield,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sweden,Tomato,Hamburger,0,Ill food handler sent home after presenting with symptoms,secondary cohort study implicated tomatos and hamburgers after the first cohort study implicated the canteen.,0,canteen at manufacturing company,Foodservice,0,,1,0,0,0,21,36,,
847,CDC,2009,19816397,Y,,,Unknown,0,  (not applicable),0,  (not applicable),0,5270,,5270,478,,478,9.070208729,,9.070208729,0,0,0,Unknown,0,No,0,No,0,Unspecified,2008,Northern,Fall,0,0,0,0,58,0,0,0,2, ,0,0,Yes,alcohol hand sanitizers installed,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 1 of 3,Unspecified,0,USA,School,CA,university campus,9,10,2,6,Seacroft,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hand sanitizers made available across campus,outbreak 1 of 3,0,University,School/Daycare,0,,1,0,0,0,58,2,,
848,CDC,2009,19816397,Y,,,Unknown,0,  (not applicable),0,  (not applicable),0,3868,,3868,451,,451,11.65977249,,11.65977249,0,0,0,Yes,food handler,No,0,No,0,Unspecified,2008,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Yes,"campus closed, students and staff instructed to stay home (staff for 72 hours, until asymptomatic)",No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 2 of 3,Unspecified,0,USA,School,MI,university campus,11,11,1,4,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"school closed, dining halls closed, students advised on proper sanitary precautions",outbreak 2 of 3,0,University,School/Daycare,0,,1,0,0,0,0,0,,
849,CDC,2009,19816397,Y,,,Unspecified,0,  (not applicable),0,  (not applicable),0,6180,,6180,156,,156,2.524271845,,2.524271845,10,0,0,Unspecified,0,No,0,No,0,Unspecified,2008,Northern,Fall,0,0,0,0,0,48,0,0, , ,0,0,Yes,"cleaning of dormitories, public restrooms, and commu l areas was implemented with cleaning agents approved for norovirus",No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 3 of 3,Unspecified,0,USA,School,WI,university housing,11,0,2,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Students were educated regarding hand washing, and cleaning of dormitories, public restrooms, and commu l areas was implemented with cleaning agents approved for norovirus",outbreak 3 of 3,0,University,School/Daycare,0,,1,0,0,0,48,,,
853,Cheng,2011,21460507,N,,,Unspecified,0,  (not applicable),0,  (not applicable),0,72,,72,8,,8,11.11111111,,11.11111111,0,0,0,Unspecified,0,No,0,No,0,Both,2009,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 1 of 13,Unspecified,0,Other,Hospital,0,rehabilitation clinical unit,10,11,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chi ,0,0,0,0,outbreak 1 of 13,0,0,Hospital/Nursi,0,,0,0,0,0,0,0,,
854,Cheng,2011,21460507,N,,,Unspecified,0,  (not applicable),0,  (not applicable),0,71,,71,8,,8,11.26760563,,11.26760563,0,0,0,Unspecified,0,No,0,No,0,Both,2009,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 2 of 13,Unspecified,0,Other,Hospital,0,pediatric clinical unit,11,11,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chi ,0,0,0,0,outbreak 2 of 13,0,0,Hospital/Nursi,0,,0,0,0,0,0,0,,
855,Cheng,2011,21460507,N,,,Unspecified,0,  (not applicable),0,  (not applicable),0,54,,54,13,,13,24.07407407,,24.07407407,0,0,0,Unspecified,0,No,0,No,0,Both,2009,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 3 of 13,Unspecified,0,Other,Hospital,0,rehabilitation clinical unit,11,12,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chi ,0,0,0,0,outbreak 3 of 13,0,0,Hospital/Nursi,0,,0,0,0,0,0,0,,
856,Cheng,2011,21460507,N,,,Unspecified,0,  (not applicable),0,  (not applicable),0,65,,65,14,,14,21.53846154,,21.53846154,0,0,0,Unspecified,0,No,0,No,0,Both,2009,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,outbreak 4 of 13,Unspecified,0,Other,Hospital,0,neurosurgery clinical unit,11,12,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chi ,0,0,0,0,outbreak 4 of 13,0,0,Hospital/Nursi,0,,0,0,0,0,0,0,,
872,Hicks,1996,8854448,Y,,,Foodborne,0,  (not applicable),0,  (not applicable),0,107,,107,26,4,30,24.29906542,,24.29906542,0,0,pasta in mayon ise,Yes,pasta in mayon ise,Yes,spring rolls,No,0,Unspecified,1995,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Yes,guests of symptomatic cases advised not to go into work until 48 hours atfer stools returned to normal,Yes,0,0,60,96,0,0,0,0,0,0,0,0,0,No,0,Other,Leisure,0,wedding reception,9,0,1,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,buffet pasta in mayo,buffet spring rolls,0,infected were told to refrain from work until 48 hours after stool returned to normal,0,0,Wedding Reception,Leisure,0,,1,0,0,0,0,0,,
876,Kirking,2010,20353365,Y,,,Person to Person,0,Environmental,0,  (not applicable),0,37,85,122,15,7,22,41,8,49,2,0,0,Unspecified,0,No,0,No,0,Unspecified,2008,Northern,Fall,0,0,0,0,0,0,0,0, ,79,23,84,Yes,lavatory closed,Yes,0,0,0,0,0,0,0,0,0,49,11,73,non-tour group members were the secondary cases since exposed on plane,Unspecified,0,USA,Leisure,1,tour bus/airplane,10,10,2,4,Minerva,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane flight,Leisure,0,Yes,1,0,0,0,0,79,,
880,Maunula,2009,20003905,Y,,,Foodborne,0,  (not applicable),0,  (not applicable),0,30,,30,15,,15,50,,50,0,0,Frozen raspberries,Yes,frozen raspberry used for cake toppings,No,0,No,0,Both,2009,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Yes,"	Contami ted batch withdrawn from market; Finnish authorities issued alert through Rapid Alert System for Food and Feed to other EU member states.",No,0,0,0,0,0,0,0,0,0,0,0,0,Outbreak 1 of 3 in a cluster.,Unspecified,0,Other,Foodservice,0,Catering service in Restaurant,9,10,1,4,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finland,0,0,0,0,,0,,Foodservice,0,,1,0,0,0,0,0,,
881,Maunula,2009,20003905,Y,,,Foodborne,0,Person to Person,0,  (not applicable),0,69,,69,40,6,46,57.97101449,,57.97101449,0,0,Frozen raspberries,Yes,Frozen Raspberries,No,0,No,0,Both,2009,Northern,Fall,33,0,14,76,22,0,1,72, , ,0,0,Yes,Contami ted batch withdrawn from market; Finnish authorities issued alert through Rapid Alert System for Food and Feed to other EU member states.,Yes,0,0,0,0,0,0,0,0,0,0,0,0,Most cases in children less than 7 years old. This study is in line with the proportion of non-GII.4 outbreaks that is found to be higher in food-borne outbreaks whereas GII.4 outbreaks were mostly linked to  person-to-person transmission. Cluster 2 of 3,Unspecified,0,Other,Daycare,0,0,10,10,1,4,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finland,0,0,0,0,,0,,School/Daycare,0,,1,0,0,33,22,0,,
882,Maunula,2009,20003905,Y,,,Foodborne,0,  (not applicable),0,  (not applicable),0,30,,30,15,,15,50,,50,0,0,Frozen raspberries,Yes,Frozen Raspberry cake toppings,No,0,No,0,Both,2009,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Yes,Contami ted batch withdrawn from market; Finnish authorities issued alert through Rapid Alert System for Food and Feed to other EU member states,No,0,0,0,0,0,0,0,0,0,0,0,0,Cluster of outbreaks; Outbreak 1 of 3 in cluster,Unspecified,0,Other,Foodservice,0,Cafeteria (catering service),10,10,1,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finland,0,0,0,0,,0,,Foodservice,0,,1,0,0,0,0,0,,
885,Nordgren,2010,20031047,Y,,,Foodborne,0,  (not applicable),0,  (not applicable),0,83,,83,33,,33,40,,40,0,0,Lunch prepared by ill worker,Yes,lunch,No,0,No,0,Both,2007,Northern,Fall,36,0,24,72,35,0,0,0, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,This data was also a lyzed with respect to blood groups and Lewish Phenotypes. Cook was ill 4 days before and other restaurant employees became sick 3 days 50/83 members were asymptomatic may include unexposed persons.,Unspecified,0,Other,Foodservice,0,Conference at hotel (catered),10,0,1,3,PD196-DEU,0,0,0,,1,3,Kashiwa645,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sweden,0,0,0,0,,0,,Foodservice,0,,0,0,0,36,35,0,,
887,Rondy,2011,20492742,Y,,,Unknown,0,Person to Person,0,Other,smoking,284,,284,104,,104,36,,36,0,4,0,Yes,aerosilized,Yes,HCW,No,0,Both,2008,Northern,Fall,0,0,0,0,72,0,24,384, , ,0,0,Yes,"	Glove wearing implemented in four wards of HC building; three wards thoroughly disinfected and isolated from ward associated with outbreak wave; social activities canceled and staff asked to limit cross-contact between wards.",No,0,0,0,0,0,0,0,0,0,0,0,0,Mortality was 16 times higher in early (primary) cases than in late (secondary) cases. There were also 25/183 HCWs in the outbreak but recorded most statistics for residents,Yes,C. difficile in one person,Multiple,Other,0,"Psychiatric Institution, pilgrimage to Lourdes",9,11,2,4,GII.4 2006b,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"France, Netherlands",0,0,0,0,,0,,Other,0,Yes,1,0,0,0,72,0,,
897,Vivancos,2010,20359496,Y,,,Person to Person,0,  (not applicable),0,  (not applicable),0,1714,,1714,196,,196,11.44,,11.44,,,0,Unspecified,0,No,0,No,0,Unspecified,2008,Northern,Fall,0,0,0,0,0,0,0,0,72, ,0,0,Yes,"inspections were conducted at every port, jacuzzi and pool was closed, AC intake filters were sanitized, and a termi l cleaning took place",No,0,0,0,0,0,0,0,0,0,0,0,0,5/520 crew affected which indicates they were using proper outbreak control measures. average 7.75 hr delay in reporting illness preventing prompt response. Greatest risk to cruise passengers were those in cabins on Main deck from contaimated environment,Yes,positive for Campylobacter and NoV but author didn't think was related to outbreak since all else was same,Multiple,Leisure,0,Cruise ship,10,10,2,4,v6,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"England, Ireland",0,0,0,0,,0,,Leisure,0,Yes,1,0,0,0,0,72,,
900,Yang,2010,20889096,Y,,,Person to Person,0,  (not applicable),0,  (not applicable),0,361,,361,51,,51,14.1,,14.1,13,0,0,Yes,infected/contami ted HCW,No,0,No,0,Unspecified,2006,Northern,Fall,0,0,0,0,0,0,0,0, , ,0,0,Yes,"usage of ethanol-based produccts to wash hands, all areas of building thoroughly disinfected 3 times a day, PPE used by HCWs",No,0,0,0,0,0,0,0,0,0,0,0,0,"10 HCW affected (out of 125, and 41 residents (out of 265). 1 HCW was the index case. 83% of residents had disabilities in daily activities; 63% needed tube feedings, Foley insertions or chronic tracheotomies.",No,0,Other,Nursing Home,0,300-bed nursing home,11,11,2,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taiwan,0,0,0,0,,0,,Hospital/Nursi,0,,1,0,0,0,0,0,,
901,Gaulin,1999,10694160,,Not found in folder of articles ,,Foodborne,0,  (not applicable),0,  (not applicable),0,0,,0,51,,51,,,0,,,salad,Yes,salad,No,0,No,0,Unspecified,1998,Northern,Fall,38,0,6,85,0,0,24,48, , ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,information available for guests in group A; case numbers from group A + foodhandlers (staff),No,0,Other,Foodservice,0,restaurant,11,12,2,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ca da,salad,0,0,0,0,0,restaurant,Foodservice,0,,1,0,0,38,0,0,,
916,Bruggink,2009,19626605,Y,,,Unspecified,0,  (not applicable),0,  (not applicable),0,0,,,4,,4,,,,0,0,0,Unspecified,0,No,,No,,Both,2002,Southern,Fall,0,0,0,0,0,0,0,0,1.75, ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,Outbreak 2 of 21,Unspecified,,Australia,Daycare,0,Children's activity center,3,0,2,3,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daycare,0,,0,0,0,0,0,0,,
917,Bruggink,2009,19626605,Y,,,Unspecified,0,  (not applicable),0,  (not applicable),0,0,,,5,,5,,,,0,0,0,Unspecified,0,No,,No,,Both,2002,Southern,Fall,0,0,0,0,0,0,0,0,9, ,0,0,Unspecified,0,No,0,0,0,0,0,0,0,0,0,0,0,0,Outbreak 3 of 21,Unspecified,,Australia,Nursing Home,0,Aged care center,4,0,2,3,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nursing home,0,,0,0,0,0,0,0,,
